RDKIT_SMILES,SMILES,MHFP,first_class,second_class,type,num
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...  37687752 281920279 151237944],PFAAs,PFCAs,1,3088
O=C(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)F,FC(=O)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,[   853465  71013085  13956772 ...  65408281 101031895  94994328],Other PFASs,PFPEs,4,3089
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,[ 19469312  85244370  18439196 ...  15279529  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,3090
CCCCCCCC/C=C\CCCCCCCCOC(=O)Nc1cc(NC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,CCCCCCCC\C=C/CCCCCCCCOC(=O)NC1=CC(NC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=CC=C1C,[ 50934668  33988699  17313015 ... 136323818 111393351 151237944],Other PFASs,Aromatic PFASs,4,3091
FC(F)C(F)(F)C(F)(F)C(F)(F)Cl,FC(F)C(F)(F)C(F)(F)C(F)(F)Cl,[111000236 201948856 107816900 ... 157088779 240371511 151237944],Other PFASs,Polyfluoroalkanes,4,3092
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,[506844441  71013085  13956772 ... 253630925 101031895  36136210],Other PFASs,PFPEs,4,3093
C=C(C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,CC(=C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[  1426846 154242801 107816900 ...  88808901  43796935  22160906],PFAA precursors,n:2 fluorotelomer-based substances,2,3094
CCCS(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1CC,CCCS(=O)C1=C(CC)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,[ 52793636  34348060  17313015 ... 183967038 103589479  11852866],Other PFASs,Aromatic PFASs,4,3095
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 72461987 104111782  97181807 ... 489654279 101296679 151237944],PFAA precursors,HFEs,2,3096
FC(F)(F)C(F)(F)C(F)(F)c1ccccc1,FC(F)(F)C(F)(F)C(F)(F)C1=CC=CC=C1,[250618452 227868861 107816900 ... 176223008 281920279  29516144],Other PFASs,Aromatic PFASs,4,3097
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc([Si](Cl)(Cl)Cl)cc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)[Si](Cl)(Cl)Cl,[ 53940782 104111782  26425151 ... 162895639 120937111 151237944],Other PFASs,Aromatic PFASs,4,3098
FC(F)(F)C(F)(F)C(F)(F)COB(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)COB(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,[  5738346  73299756 107816900 ...  25906172   9649831  46460802],Other PFASs,"(Hg,Sn,Ge,Sb,Se,B) PFASs",4,3099
N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,[175312219 104111782  97181807 ... 292858329  92635079  37027116],Other PFASs,others,4,3100
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[127781979 104111782  97181807 ...  16631887  43796935  10360726],PFAA precursors,PolyFACs,2,3101
O=C(C=CC(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,FC(F)(F)C(F)(F)C(F)(F)C=CC(=O)C1=CC=CC=C1,[216993070 111791931 105751502 ... 142684626  14046279  29516144],Other PFASs,Aromatic PFASs,4,3102
O=C(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)N1CCOCC1,[250618452   8492060  12560177 ... 194511214  15151879 151237944],"Other PFASs, cyclic","Amide derivatives, cyclic",4,3103
OC(CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 95360230  94303270  97181807 ... 102966111 281920279  54190520],PFAA precursors,PolyFACs,2,3104
FC(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 236353143 151237944],PFAA precursors,HFCs,2,3105
CCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ... 194511214 281920279 151237944],Other PFASs,Amide derivatives,4,3106
O=C(O)CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F,OC(=O)CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,[250618452  71013085  13956772 ... 253630925  46642071 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,3107
COc1ccc(/N=C(\Cl)C(F)(F)C(F)(F)C(F)(F)F)c(C)c1,COC1=CC(C)=C(C=C1)\N=C(/Cl)C(F)(F)C(F)(F)C(F)(F)F,[ 63979857 292106323 107816900 ... 146715692 111393351 151237944],Other PFASs,Aromatic PFASs,4,3108
CCc1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,CCC1=CC=CC=C1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[138816069   8492060  16239867 ...  54552999 100272231  11852866],Other PFASs,Aromatic PFASs,4,3109
C=COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC=C,[ 35941647 429712812  31694403 ... 286019159 240371511  46460802],Other PFASs,others,4,3110
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[217845993 215423514 107816900 ...  88808901  43796935  98778836],PFAA precursors,PolyFEACs,2,3111
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846 104111782  18439196 ...  15279529  43796935  22160906],PFAA precursors,n:2 fluorotelomer-based substances,2,3112
O=C(NCCCl)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)NCCCl,[111000236   8492060 107816900 ... 190936528 144535159  25769638],Other PFASs,Amide derivatives,4,3113
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[  1426846 154242801  18439196 ...  15279529  43796935  22160906],PFAA precursors,n:2 fluorotelomer-based substances,2,3114
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[192864003 196028059  11501872 ... 145799486 101296679  81710418],PFAA precursors,PolyFEACs,2,3115
F/C(OC(F)(F)C(F)(F)C(F)(F)F)=C(\F)c1ccccc1,F\C(OC(F)(F)C(F)(F)C(F)(F)F)=C(/F)C1=CC=CC=C1,[250618452 291448547  20760171 ... 126943162  23638503  29516144],Other PFASs,Aromatic PFASs,4,3116
FC(F)(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,FC(F)(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,[250618452  41342666  99131671 ... 159832705  97692743 151237944],"PFAA precursors, cyclic","HFEs, cyclic",2,3117
Cc1ccc(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,CC1=CC=C(C=C1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[152075867  44409534  97181807 ... 310776138  49046199 151237944],Other PFASs,Aromatic PFASs,4,3118
COc1nc(C(F)(F)C(F)(F)C(F)(F)F)n(C)n1,COC1=NN(C)C(=N1)C(F)(F)C(F)(F)C(F)(F)F,[ 13458306  14788533 107816900 ... 321796966 193528679  93773320],Other PFASs,Aromatic PFASs,4,3119
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846 104111782  97181807 ... 207038152  47326567  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,3120
FC(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070 104111782  97181807 ... 328816003  14046279 151237944],PFAA precursors,PolyFAenes,2,3121
F/C(I)=C(/F)C(F)(C(F)(F)F)C(F)(F)F,F\C(I)=C(\F)C(F)(C(F)(F)F)C(F)(F)F,[404941233 575291706 155709947 ...  65874932 239720791 201568010],PFAA precursors,PolyFAenes,2,3122
Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(C)(=O)=O,CC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(C)(=O)=O,[ 52793636 191941852  17313015 ...  63751395 266170263 233420030],Other PFASs,Aromatic PFASs,4,3123
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,3124
O=S(=O)(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[138900744 107055568  17313015 ...  25029786 107222071  29302852],PFAAs,PFSA derivatives,1,3125
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,[ 19469312  85244370  18439196 ...  15279529  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,3126
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,[ 19469312  85244370  97181807 ... 291378977 281920279  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,3,3127
CCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[178291359 104111782  97181807 ... 200578621  14046279  51400916],PFAA precursors,SFAenes,2,3128
FC(F)(F)C(F)(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,FC(F)(F)C(F)(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,[  853465  2166399 22848942 ... 12838608 69108455 36136210],"Other PFASs, cyclic","Perfluoroalkylethers, cyclic",4,3129
C=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=C,[111000236 104111782  97181807 ... 611624164 174064983 151237944],PFAA precursors,PolyFAenes,2,3130
FC(F)=C(F)C(F)=C(F)F,FC(F)=C(F)C(F)=C(F)F,[985376801  85821563 577810029 ...  65874932 427649447 201568010],Other PFASs,PFAS derivatives,4,3131
NS(=O)(=O)c1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,NS(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[ 61332433 104111782  17313015 ...  13850487  69311799 151237944],Other PFASs,Aromatic PFASs,4,3132
COC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[202062147 104111782  97181807 ...  35740225 124409255 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,3133
O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,OC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,[250618452 191941852 107816900 ... 176223008   3179815 107724166],Other PFASs,Aromatic PFASs,4,3134
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Perfluoroalkanes,4,3135
CO/C(F)=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CO\C(F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 16789453 104111782  97181807 ...  65874932 281920279 151237944],Other PFASs,others,4,3136
F[B-](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[K+].F[B-](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  37037837 ... 348918405 137589671 151237944],Other PFASs,"(Hg,Sn,Ge,Sb,Se,B) PFASs",4,3137
Cc1[nH]c(=O)[nH]c(=O)c1C(F)(F)C(F)(F)C(F)(F)F,CC1=C(C(=O)NC(=O)N1)C(F)(F)C(F)(F)C(F)(F)F,[  9818374  40626309  72807929 ... 176223008  22781943  22078738],Other PFASs,Aromatic PFASs,4,3138
COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ... 291378977  23638503  71007262],Polyfluoroalkyl acids,PolyFCA derivatives,3,3139
FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,[250618452 107567300 107816900 ...  65874932  30740423  42351752],PFAA precursors,PFAenes,2,3140
Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,CC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  44409534  97181807 ... 321796966   3179815 107724166],Other PFASs,Aromatic PFASs,4,3141
O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,[111000236 303014816  87855067 ...  34107840 101296679 151237944],Polyfluoroalkyl acids,PolyFECAs,3,3142
C=CCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)COC(=O)CC=C,[ 19469312  61145456 107816900 ...  12980291 281920279  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,3,3143
C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[141841586  90136071  97181807 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,4,3144
Nc1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,NC1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 95088122  79512453  97181807 ... 215679073 111393351 107724166],Other PFASs,Aromatic PFASs,4,3145
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCCCS,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCCCS,[137727442  40824953  97181807 ... 171882282  26744695 151237944],Other PFASs,others,4,3146
COP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,COP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,[173683881  71278405  95504826 ... 171882282  43796935 151237944],Other PFASs,others,4,3147
CCO[Si](CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,CCO[Si](CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,[117127740  20552307  14316170 ... 136323818  90036311 151237944],Other PFASs,Si PFASs,4,3148
NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  40941699  17313015 ... 171882282  43796935  27743636],Other PFASs,others,4,3149
FC(F)(F)C(F)(F)C(F)(F)C(=S)N1CCOCC1,FC(F)(F)C(F)(F)C(F)(F)C(=S)N1CCOCC1,[242199063  33988699 107816900 ... 192052599  25828711 151237944],"Other PFASs, cyclic","others, cyclic",4,3150
CCCCCCOc1ccc(S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,CCCCCCOC1=CC=C(C=C1)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 67706604  49018156  17313015 ... 171882282  43796935 151237944],Other PFASs,Aromatic PFASs,4,3151
C=C(c1ccccc1)S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)C(=C)C1=CC=CC=C1,[197778395  11387946  17313015 ... 215679073  52956135  29302852],Other PFASs,Aromatic PFASs,4,3152
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846 104111782  18439196 ...  15279529  43796935  22160906],PFAA precursors,n:2 fluorotelomer-based substances,2,3153
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,[ 19469312  85244370 107816900 ... 286019159 240371511  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,3,3154
OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[250618452  21086568  92943922 ... 377360624 128847015 151237944],PFAA precursors,n:1 FTOHs,2,3155
CCOC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C(c1ccccc1)c1ccccc1,CCOC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C(C1=CC=CC=C1)C1=CC=CC=C1,[ 19469312  22236108  14316170 ...  16631887 216353335  29516144],Other PFASs,Aromatic PFASs,4,3156
FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465   9635651  20760171 ... 291431448  23638503  71007262],PFAA precursors,PolyFEAenes,2,3157
CC1=NN(C(=O)c2ccc(Br)cc2)C(O)(C(F)(F)OC(F)(F)F)C1,CC1=NN(C(=O)C2=CC=C(Br)C=C2)C(O)(C1)C(F)(F)OC(F)(F)F,[231382269 139660554  22777914 ...  13852800  23618167  70269816],Other PFASs,Aromatic PFASs,4,3158
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Polyfluoroalkanes,4,3159
CCc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1N,CCC1=CC(=CC=C1N)C(F)(C(F)(F)F)C(F)(F)F,[220695665  34348060 232751249 ... 340457337 111393351  11852866],Other PFASs,Aromatic PFASs,4,3160
CC(=O)O[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC(C)=O)OC(C)=O,CC(=O)O[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC(C)=O)OC(C)=O,[217622923 104111782  97181807 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,4,3161
CN(C)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C,CN(C)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C,[250618452  81323976  51466525 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,4,3162
N#CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C#N)C(F)(F)F,[   853465   9635651  20760171 ... 146660132  69108455 151237944],Other PFASs,PFPEs,4,3163
OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  36163133 ... 291431448  23638503  71007262],PFAA precursors,PolyFEACs,2,3164
CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,3165
F/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F\C=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  53343664 281920279 126919016],PFAA precursors,PolyFAenes,2,3166
FC(F)(F)C(F)(F)C(F)(F)Cc1ccccc1,FC(F)(F)C(F)(F)C(F)(F)CC1=CC=CC=C1,[176512864 312252844 107816900 ... 215679073 281920279  29516144],Other PFASs,Aromatic PFASs,4,3167
